customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02579,Female,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),44.67,971.85,No
CUST-02580,Female,0,Yes,Yes,56,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,37.09,1912.77,No
CUST-02581,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),77.74,1706.79,No
CUST-02582,Male,0,Yes,Yes,13,No,Yes,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),90.44,1095.4,Yes
CUST-02583,Male,1,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,20.67,149.2,No
CUST-02584,Male,0,No,No,66,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.99,4607.09,No
CUST-02585,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,72.73,1058.11,Yes
CUST-02586,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.42,2295.16,Yes
CUST-02587,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.46,3169.21,No
CUST-02588,Male,0,No,Yes,27,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,81.27,2211.36,Yes
CUST-02589,Male,1,Yes,Yes,26,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),69.92,1802.83,No
CUST-02590,Female,0,No,Yes,47,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,73.12,3278.86,No
CUST-02591,Female,0,Yes,No,27,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),96.24,2577.64,Yes
CUST-02592,Female,1,No,No,18,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.08,1274.32,No
CUST-02593,Female,0,Yes,Yes,51,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,57.04,2622.18,No
CUST-02594,Male,0,No,No,15,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,21.94,346.12,No
CUST-02595,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,26.51,680.79,No
CUST-02596,Male,0,Yes,No,26,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),22.73,558.22,No
CUST-02597,Female,0,No,No,11,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,76.91,874.14,No
CUST-02598,Female,0,No,No,59,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,One year,Yes,Mailed check,45.59,2661.66,No
CUST-02599,Female,0,Yes,No,48,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.94,2908.57,No
CUST-02600,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,79.47,827.11,Yes
CUST-02601,Female,0,No,No,38,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,67.59,2341.96,No
CUST-02602,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,84.55,1099.81,Yes
CUST-02603,Male,0,Yes,No,20,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,75.42,1470.82,No
CUST-02604,Male,1,No,No,3,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,55.75,151.87,Yes
CUST-02605,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),67.33,4792.97,No
CUST-02606,Male,0,Yes,No,25,Yes,No,No,Yes,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,56.2,1491.63,Yes
CUST-02607,Male,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,51.23,2556.39,No
CUST-02608,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),76.89,738.91,No
CUST-02609,Male,1,Yes,Yes,68,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),49.74,3369.47,No
CUST-02610,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,86.04,321.37,Yes
CUST-02611,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22.16,689.38,No
CUST-02612,Male,1,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,59.45,1430.54,No
CUST-02613,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,74.7,1923.7,No
CUST-02614,Male,1,Yes,Yes,17,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),73.96,1375.68,No
CUST-02615,Male,0,No,Yes,43,Yes,No phone service,No,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.1,2050.3,No
CUST-02616,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),57.05,1506.63,Yes
CUST-02617,Female,0,Yes,No,18,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.63,1143.57,No
CUST-02618,Male,0,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,40.1,2331.67,No
CUST-02619,Female,0,Yes,Yes,41,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.23,2822.22,No
CUST-02620,Male,0,Yes,No,55,Yes,No phone service,DSL,No internet service,No,No,Yes,No,No,Two year,Yes,Electronic check,35.04,2084.25,No
CUST-02621,Female,0,Yes,No,55,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),24.46,1227.39,No
CUST-02622,Male,0,Yes,No,3,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,66.32,209.01,No
CUST-02623,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.53,503.51,Yes
CUST-02624,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.35,2553.31,No
CUST-02625,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),39.25,440.85,No
CUST-02626,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,88.38,327.68,Yes
CUST-02627,Female,1,No,No,54,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,54.3,2677.82,No
CUST-02628,Male,0,Yes,No,36,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),79.51,2664.88,No
CUST-02629,Female,0,No,No,1,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),40.61,41.33,No
CUST-02630,Male,0,Yes,No,1,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),44.84,45.46,No
CUST-02631,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.71,1501.33,No
CUST-02632,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.82,3037.98,No
CUST-02633,Male,0,Yes,Yes,25,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Electronic check,23.72,624.98,No
CUST-02634,Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,20.03,856.19,No
CUST-02635,Female,1,No,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,47.18,3122.98,No
CUST-02636,Female,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),64.76,3725.0,No
CUST-02637,Female,0,Yes,Yes,39,No,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,46.22,1973.17,No
CUST-02638,Male,0,Yes,Yes,19,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),77.72,1607.26,Yes
CUST-02639,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),70.69,460.36,Yes
CUST-02640,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.61,3005.77,No
CUST-02641,Female,0,Yes,No,9,No,No,No,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.76,762.38,Yes
CUST-02642,Male,0,No,Yes,50,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,68.23,3703.51,No
CUST-02643,Female,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,70.28,1679.91,No
CUST-02644,Female,0,Yes,Yes,66,No,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,No,Mailed check,32.75,2037.64,No
CUST-02645,Female,1,Yes,No,7,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,47.47,364.54,No
CUST-02646,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,69.86,1268.87,No
CUST-02647,Female,1,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),71.12,907.27,Yes
CUST-02648,Male,1,No,No,15,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.58,727.57,No
CUST-02649,Female,0,No,Yes,43,Yes,No,DSL,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),49.58,2294.87,No
CUST-02650,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,95.28,365.96,Yes
CUST-02651,Male,1,Yes,No,26,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,63.6,1718.55,Yes
CUST-02652,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,45.56,1514.79,No
CUST-02653,Male,0,Yes,No,45,Yes,Yes,No,No,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,29.91,1257.26,No
CUST-02654,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,70.06,3161.62,No
CUST-02655,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.63,68.63,No
CUST-02656,Male,0,No,Yes,18,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.11,1640.7,Yes
CUST-02657,Female,0,No,Yes,2,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,39.41,71.61,No
CUST-02658,Female,0,No,No,39,Yes,No,No,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),53.19,1964.18,No
CUST-02659,Male,0,No,No,71,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,63.89,4275.54,No
CUST-02660,Female,0,No,Yes,56,Yes,No,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,66.84,4068.89,No
CUST-02661,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),29.34,1039.16,No
CUST-02662,Male,0,Yes,Yes,5,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),79.09,430.86,Yes
CUST-02663,Female,1,Yes,No,4,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,80.23,344.0,Yes
CUST-02664,Female,0,No,Yes,27,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,65.14,1741.48,Yes
CUST-02665,Female,0,No,Yes,27,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.89,1219.02,No
CUST-02666,Male,0,Yes,No,12,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.16,1197.39,Yes
CUST-02667,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),40.36,1529.02,No
CUST-02668,Male,0,No,No,46,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.78,3339.95,No
CUST-02669,Female,1,No,No,67,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,23.32,1535.33,No
CUST-02670,Female,0,No,Yes,16,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,69.38,1065.97,Yes
CUST-02671,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,67.48,1258.61,Yes
CUST-02672,Female,1,Yes,No,18,No,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,50.43,881.76,No
CUST-02673,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,72.34,5330.41,No
CUST-02674,Male,0,Yes,Yes,24,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,32.13,782.34,No
CUST-02675,Female,0,No,Yes,33,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,68.05,2136.47,No
CUST-02676,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,58.86,651.02,Yes
CUST-02677,Female,0,Yes,No,18,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),89.49,1580.2,Yes
CUST-02678,Male,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,21.97,976.55,No
CUST-02679,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,53.19,1204.65,No
CUST-02680,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),30.08,923.58,No
CUST-02681,Male,0,No,No,24,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.05,2100.01,Yes
CUST-02682,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,28.88,225.27,No
CUST-02683,Male,0,No,No,56,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),31.63,1625.32,No
CUST-02684,Male,0,No,No,64,Yes,No,No,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),23.66,1377.25,No
CUST-02685,Female,0,Yes,No,17,No,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,60.05,1088.93,Yes
CUST-02686,Female,0,Yes,No,15,No,No,DSL,No,No,No,No,No internet service,No,Two year,No,Mailed check,63.16,925.32,No
CUST-02687,Male,0,Yes,No,46,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),47.21,2328.14,No
CUST-02688,Female,0,No,No,38,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,22.74,856.99,No
CUST-02689,Male,0,Yes,Yes,40,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.34,2755.06,No
CUST-02690,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,59.94,2592.19,No
CUST-02691,Male,0,Yes,No,51,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),35.86,1863.44,No
CUST-02692,Male,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.08,356.83,Yes
CUST-02693,Female,0,Yes,Yes,1,Yes,Yes,No,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,94.96,101.38,Yes
CUST-02694,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),54.2,390.33,No
CUST-02695,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.45,764.69,No
CUST-02696,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,55.39,3989.31,No
CUST-02697,Male,0,No,No,6,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,76.75,443.89,Yes
CUST-02698,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),60.31,257.57,Yes
CUST-02699,Male,0,No,No,50,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,79.31,3791.1,No
CUST-02700,Male,1,No,No,19,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),82.08,1611.49,Yes
CUST-02701,Male,0,Yes,No,16,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),60.71,954.86,No
CUST-02702,Male,1,Yes,No,57,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,64.27,3371.19,No
CUST-02703,Female,0,Yes,No,33,No,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),65.28,2210.12,No
CUST-02704,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),21.47,775.81,No
CUST-02705,Male,0,Yes,No,54,Yes,No,No,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,27.65,1533.19,No
CUST-02706,Female,0,Yes,No,4,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,87.95,354.61,Yes
CUST-02707,Female,0,No,No,57,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,36.29,1878.89,No
CUST-02708,Female,0,No,No,49,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Mailed check,74.32,3426.81,No
CUST-02709,Male,0,No,Yes,1,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),80.96,84.21,Yes
CUST-02710,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,28.6,1022.94,No
CUST-02711,Female,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,One year,No,Mailed check,45.58,271.65,No
CUST-02712,Male,0,No,Yes,15,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),34.59,467.21,No
CUST-02713,Male,1,No,No,13,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),94.2,1176.3,Yes
CUST-02714,Male,0,Yes,No,63,Yes,Yes,No,No,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),75.07,4889.7,No
CUST-02715,Female,1,No,No,9,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),29.86,289.54,No
CUST-02716,Female,0,Yes,No,21,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,44.99,958.77,No
CUST-02717,Female,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,77.17,777.97,No
CUST-02718,Female,0,No,Yes,21,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.43,1240.62,No
CUST-02719,Male,0,No,No,1,Yes,Yes,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.09,74.66,No
CUST-02720,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.46,878.64,No
CUST-02721,Male,0,Yes,Yes,14,No,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),57.0,753.42,Yes
CUST-02722,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),61.48,3526.11,No
CUST-02723,Male,0,No,No,27,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,28.25,723.68,No
CUST-02724,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,70.39,3253.73,No
CUST-02725,Female,0,No,No,26,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,76.6,1822.19,Yes
CUST-02726,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),38.29,2263.13,No
CUST-02727,Female,1,No,No,58,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,One year,No,Mailed check,49.92,2768.06,No
CUST-02728,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),67.95,1069.02,No
CUST-02729,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,76.09,2930.66,No
CUST-02730,Female,1,No,No,56,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,41.13,2140.94,No
CUST-02731,Female,1,No,No,16,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,74.1,1076.1,Yes
CUST-02732,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,31.67,1257.84,No
CUST-02733,Male,0,No,No,20,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),94.29,2007.55,Yes
CUST-02734,Female,0,Yes,No,22,No,No,No,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,61.18,1360.44,No
CUST-02735,Male,0,No,No,15,No,Yes,DSL,Yes,No,No,No,No internet service,Yes,Two year,No,Mailed check,29.16,399.34,No
CUST-02736,Male,0,No,No,3,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),64.39,188.34,No
CUST-02737,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Electronic check,63.44,3377.69,No
CUST-02738,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,69.76,1760.12,Yes
CUST-02739,Male,0,Yes,No,47,No,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,40.69,1863.86,No
CUST-02740,Male,0,Yes,No,18,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.39,1121.18,No
CUST-02741,Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,57.94,231.47,Yes
CUST-02742,Male,0,No,No,45,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,40.83,1909.85,No
CUST-02743,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,70.07,837.28,Yes
CUST-02744,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),73.27,2614.04,No
CUST-02745,Male,0,Yes,No,69,Yes,Yes,No,Yes,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),57.24,3598.23,No
CUST-02746,Female,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,62.55,1819.89,Yes
CUST-02747,Female,0,No,Yes,41,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,72.78,3100.21,No
CUST-02748,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,74.82,2083.64,Yes
CUST-02749,Male,0,No,Yes,12,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,66.11,858.88,Yes
CUST-02750,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,49.45,2891.91,No
CUST-02751,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),22.55,1217.02,No
CUST-02752,Female,0,Yes,No,35,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.36,2860.19,No
